index,name,isin,url,keyword,sheet
4,1Valour Ethereum Physical Staking Acc GBP,GB00BRBMZ190,https://www.ajbell.co.uk/market-research/LSE:1VET,,ETF
10,21Shares Bitcoin Gold ETP USD,CH1146882308,https://www.ajbell.co.uk/market-research/LSE:BOLU,,ETF
16,abrdn Future Real Estate UCITS ETF GBP,IE000GGQK173,https://www.ajbell.co.uk/market-research/LSE:AREG,This share can be held in a Dealing account,ETF
23,Alpha SICAV Fair Oaks AAA CLO ETFGBPHAcc,LU2825557270,https://www.ajbell.co.uk/market-research/LSE:XAAA,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, SIPP and Dividend reinvestment",ETF
29,Amundi CAC 40 ETF Dist GBP,FR0007052782,https://www.ajbell.co.uk/market-research/LSE:CACX,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
35,Amundi Core EURO STOXX 50 ETF EUR Acc EUR,LU1681047236,https://www.ajbell.co.uk/market-research/LSE:0A3A,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
41,Amundi Core MSCI Emerg Mkts Swp ETF Dis GBP,LU2573966905,https://www.ajbell.co.uk/market-research/LSE:E127,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
48,Amundi Core MSCI World ETF Acc USD,IE000BI8OT95,https://www.ajbell.co.uk/market-research/LSE:MWRU,This share can be held in a Dealing account,ETF
