index,name,isin,url,keyword,sheet
5,7IM AAP Adventurous C Inc,GB00B2PB2B68,https://www.ajbell.co.uk/market-research/FUND:B2PB2B6,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
11,7IM AAP Moderately Cautious C Inc,GB00B2PB2051,https://www.ajbell.co.uk/market-research/FUND:B2PB205,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
18,7IM Moderately Cautious C Acc,GB0033953497,https://www.ajbell.co.uk/market-research/FUND:3395349,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
24,7IM Real Return C Acc,GB00B75MS619,https://www.ajbell.co.uk/market-research/FUND:B75MS61,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
30,Aberforth UK Small Companies Inc,GB00B2N9GS70,https://www.ajbell.co.uk/market-research/FUND:B2N9GS7,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
36,abrdn Asia Pacific ex-Japan TrkrB£Acc,GB00BKBD2D43,https://www.ajbell.co.uk/market-research/FUND:BKBD2D4,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
43,abrdn Emerging Markets Income Eq I Inc,GB00B7VX3J60,https://www.ajbell.co.uk/market-research/FUND:B7VX3J6,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
49,abrdn European Equity Enhanced IdxBAcc,GB00BRJL7X45,https://www.ajbell.co.uk/market-research/FUND:BRJL7X4,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
54,abrdn Global Corp Bd Scrnd Trckr B Inc,GB00BF473131,https://www.ajbell.co.uk/market-research/FUND:BF47313,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
59,abrdn Global Inflat-Link Bond Trkr B Acc,GB00BG08N175,https://www.ajbell.co.uk/market-research/FUND:BG08N17,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
64,abrdn High Yield Bond I Inc,GB0000939818,https://www.ajbell.co.uk/market-research/FUND:0093981,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
69,abrdn Liquidity-Sterling Fund X-2 AccGBP,LU1914336968,https://www.ajbell.co.uk/market-research/FUND:BD1R3D4,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
74,abrdn MyFolio Enh ESG III Inst B Fxd,GB00BN4R6210,https://www.ajbell.co.uk/market-research/FUND:BN4R621,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
79,abrdn MyFolio Index I R Fixed Acc,GB00BHZ65B70,https://www.ajbell.co.uk/market-research/FUND:BHZ65B7,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
84,abrdn MyFolio Index V Inst B Fixed Acc,GB00BHZCR206,https://www.ajbell.co.uk/market-research/FUND:BHZCR20,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
89,abrdn Real Estate Feeder Instl Acc,GB00BYPHPB97,https://www.ajbell.co.uk/market-research/FUND:BYPHPB9,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
94,abrdn Real Estate Institutional Inc,GB00BJZ2V336,https://www.ajbell.co.uk/market-research/FUND:BJZ2V33,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
99,abrdn Short Dated Stlg Corp Bd TrkrBAcc,GB00BGMK1956,https://www.ajbell.co.uk/market-research/FUND:BGMK195,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
104,abrdn-Diversified Income X Acc HEUR,LU3118956641,https://www.ajbell.co.uk/market-research/FUND:BV5R370,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
109,abrdn-Emerg Mrkt Smaller Comp X Acc GBP,LU0837974368,https://www.ajbell.co.uk/market-research/FUND:B7C4L50,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
114,abrdn-Global Sustainable Eqty X AIncGBP,LU0837985059,https://www.ajbell.co.uk/market-research/FUND:B873TL1,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
119,abrdn-Nrth American Sml Comp X Acc GBP,LU2015249035,https://www.ajbell.co.uk/market-research/FUND:BK8JTN4,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
124,abrdn- Global Income Bd B Acc HDG GBP,LU1438964634,https://www.ajbell.co.uk/market-research/FUND:BD3V6Y6,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
129,abrdn Sterling Corp Bond Tracker B Acc,GB00BJ84JR69,https://www.ajbell.co.uk/market-research/FUND:BJ84JR6,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",MF
134,abrdn Sterling Short Term Govt Bd I Acc,GB00BWK25K43,https://www.ajbell.co.uk/market-research/FUND:BWK25K4,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
139,abrdn UK Income Equity I Acc,GB00B0XWN929,https://www.ajbell.co.uk/market-research/FUND:B0XWN92,"This fund can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Regular investment",MF
